Timestamp,Subsystem,Sensor_ID,Telemetry_Value,Unit,Status,Anomaly_Type,Error_Code,Source_IP,Destination_IP,Authentication_Status,Encryption_Level,Packet_Loss (%),CPU_Usage (%),Memory_Usage (MB),Anomaly_Label
2025-01-01 00:38:00,Power,35,50.88952272609702,Celsius,Critical,Sensor Malfunction,100.0,192.168.1.38,10.0.0.38,0,1.0,9.995272577393441,63.178707097073676,1569.746374449892,1
2025-01-01 00:39:00,Comms,1,61.659137153714006,Watts,Critical,,,192.168.1.39,10.0.0.39,0,3.0,4.815992017336561,71.69655480312215,1556.072146261397,0
2025-01-01 00:40:00,Comms,21,44.57395158241722,Volts,Critical,,300.0,192.168.1.40,10.0.0.40,1,3.0,10.86303334157104,56.93395257003327,2355.978733358633,1
2025-01-01 00:41:00,Comms,48,58.771019787862926,Amps,Warning,,100.0,192.168.1.41,10.0.0.41,0,1.0,0.0,36.29768040714539,1515.4744742312084,0
2025-01-01 00:42:00,Thermal,6,,Amps,Warning,,400.0,192.168.1.42,10.0.0.42,1,4.0,7.360983579692436,63.03422153193825,1883.3580084213654,0
2025-01-01 00:43:00,Navigation,28,,Watts,OK,,300.0,192.168.1.43,10.0.0.43,1,1.0,7.061122117269164,48.28783902143758,2737.8663394961723,0
2025-01-01 00:44:00,Navigation,17,45.15690819413632,Amps,Warning,,400.0,192.168.1.44,10.0.0.44,1,2.0,0.0,57.54067675656026,1563.1655540386869,0
2025-01-01 00:45:00,Navigation,5,,Celsius,Warning,Power Failure,300.0,192.168.1.45,10.0.0.45,1,2.0,0.5224885523345804,31.07940347298078,2772.221049437133,0
2025-01-01 00:46:00,Navigation,31,31.532275655285986,Volts,OK,Power Failure,,192.168.1.46,10.0.0.46,1,2.0,1.4673544740295843,59.32891601679612,1832.1091290229347,0
2025-01-01 00:47:00,Comms,5,44.33330587489894,Amps,Critical,,,192.168.1.47,10.0.0.47,0,2.0,0.0,47.58983606468207,1439.399336580575,0
2025-01-01 00:48:00,Thermal,38,61.63485458031259,Volts,Critical,,400.0,192.168.1.48,10.0.0.48,1,2.0,0.6269883673978056,54.62515494368167,2301.8520775613138,0
2025-01-01 00:49:00,Thermal,3,40.70667805897726,Celsius,OK,,100.0,192.168.1.49,10.0.0.49,0,2.0,6.365915703893029,48.29853650349736,2053.8740673130337,0
2025-01-01 00:50:00,Comms,23,42.19698346143095,Amps,Critical,Data Corruption,,192.168.1.50,10.0.0.50,0,,0.04538470237629921,44.45593769316635,2006.5901304433446,0
2025-01-01 00:51:00,Thermal,37,56.40189823707124,Watts,Warning,Power Failure,400.0,192.168.1.51,10.0.0.51,0,1.0,3.2106657783701316,59.69381559236817,1615.6408697408174,0
2025-01-01 00:52:00,Comms,37,54.02768291993094,Volts,OK,,400.0,192.168.1.52,10.0.0.52,0,1.0,3.24685141363826,41.878177422168726,2050.226475226057,0
2025-01-01 00:53:00,Navigation,10,56.89863249796301,Celsius,OK,Sensor Malfunction,200.0,192.168.1.53,10.0.0.53,0,1.0,1.939282944306169,18.226237392448205,966.184722955825,0
2025-01-01 00:54:00,Comms,10,38.36779459909596,Volts,OK,Power Failure,,192.168.1.54,10.0.0.54,0,3.0,0.0,12.52059848635109,2109.3823683923856,0
2025-01-01 00:55:00,Navigation,19,75.64057949300346,Amps,Critical,,400.0,192.168.1.55,10.0.0.55,0,1.0,5.29406987441949,53.68833138853955,2648.624600093027,0
2025-01-01 00:56:00,Navigation,17,37.8424662583275,Amps,OK,Data Corruption,100.0,192.168.1.56,10.0.0.56,1,4.0,0.0,41.05564370542288,1117.2856512371468,0
2025-01-01 00:57:00,Power,21,51.54247313734068,Watts,OK,,300.0,192.168.1.57,10.0.0.57,0,3.0,2.0429406925409133,15.418016451358987,1796.6123918530554,0
2025-01-01 00:58:00,Comms,14,48.413445041314134,Celsius,OK,Sensor Malfunction,,192.168.1.58,10.0.0.58,1,3.0,8.927431702590443,52.13069934107561,1562.680092925973,0
2025-01-01 00:59:00,Power,9,38.13358482634953,Celsius,Critical,Data Corruption,100.0,192.168.1.59,10.0.0.59,0,3.0,0.0,48.122508900532814,1244.4729830435672,0
2025-01-01 01:00:00,Comms,46,46.297905771867505,Watts,Warning,,,192.168.1.60,10.0.0.60,0,1.0,0.0,40.00772813554535,973.5627898253824,0
2025-01-01 01:01:00,Comms,1,50.233076008858696,Watts,OK,,400.0,192.168.1.61,10.0.0.61,0,1.0,5.627580693876888,54.936186363617054,1409.5820415039323,0
2025-01-01 01:02:00,Power,45,43.5002678813653,Celsius,Warning,,400.0,192.168.1.62,10.0.0.62,0,2.0,2.81715880293566,76.30188020215607,1878.8116923067964,1
2025-01-01 01:03:00,Power,13,59.372236215348494,Volts,Critical,,200.0,192.168.1.63,10.0.0.63,1,3.0,5.727236410284663,75.69181437370278,2574.568524234267,0
2025-01-01 01:04:00,Comms,4,48.38374254537529,Volts,Critical,Data Corruption,200.0,192.168.1.64,10.0.0.64,1,2.0,2.192492428476361,52.8752928621717,1238.6427451047473,0
2025-01-01 01:05:00,Thermal,1,36.587253289817134,Watts,Critical,,,192.168.1.65,10.0.0.65,1,1.0,0.0,48.30579134274293,2147.1963795681036,0
2025-01-01 01:06:00,Navigation,49,35.73874467330703,Volts,Critical,Sensor Malfunction,200.0,192.168.1.66,10.0.0.66,0,,7.899567052128495,53.15470415223362,2109.8207933085073,0
2025-01-01 01:07:00,Power,40,56.061650906114565,Celsius,Warning,,400.0,192.168.1.67,10.0.0.67,0,1.0,12.350131912391378,56.180138655486964,2835.9814800366375,1
2025-01-01 01:08:00,Navigation,32,35.132292172996635,Amps,OK,,200.0,192.168.1.68,10.0.0.68,0,4.0,8.420205034181432,44.63403645883889,2285.5157321985735,0
2025-01-01 01:09:00,Thermal,34,,Amps,Critical,,100.0,192.168.1.69,10.0.0.69,1,3.0,0.0,53.490861199062046,2314.29974651519,0
2025-01-01 01:10:00,Thermal,28,54.44655185666959,Volts,Critical,,100.0,192.168.1.70,10.0.0.70,0,2.0,4.255441062527832,18.527408579164053,2349.65019985895,0
2025-01-01 01:11:00,Thermal,31,40.04644636075983,Watts,Warning,Power Failure,300.0,192.168.1.71,10.0.0.71,1,1.0,0.0,51.62697766693529,1537.883992340403,0
2025-01-01 01:12:00,Power,8,58.9073808377489,Watts,Warning,Power Failure,,192.168.1.72,10.0.0.72,1,1.0,0.0,59.536271900492096,1713.5887382097796,0
2025-01-01 01:13:00,Thermal,39,32.82206376238368,Watts,Critical,,200.0,192.168.1.73,10.0.0.73,0,3.0,2.613660808191365,40.20316115987188,2558.434081135369,0
2025-01-01 01:14:00,Power,26,52.96458933998559,Watts,OK,,200.0,192.168.1.74,10.0.0.74,0,3.0,1.2552635255013962,48.090547114278024,974.600072002926,0
2025-01-01 01:15:00,Thermal,34,49.591420664039916,Watts,OK,,200.0,192.168.1.75,10.0.0.75,1,3.0,4.543289021399206,27.76989238597752,1658.8444638964347,0
2025-01-01 01:16:00,Navigation,3,48.81002024269106,Volts,Critical,Sensor Malfunction,300.0,192.168.1.76,10.0.0.76,1,,2.2829009465272705,24.993728340813732,1334.5953690690003,0
2025-01-01 01:17:00,Navigation,12,38.22103357019427,Amps,Warning,,300.0,192.168.1.77,10.0.0.77,1,3.0,0.0,54.21630155918382,2117.1220210196357,0
2025-01-01 01:18:00,Comms,1,40.629779956000746,Amps,Critical,Power Failure,,192.168.1.78,10.0.0.78,0,1.0,0.0,35.408739685247674,1789.1957073444403,0
2025-01-01 01:19:00,Navigation,44,66.18802025020598,Volts,Critical,,300.0,192.168.1.79,10.0.0.79,0,2.0,0.0,14.463486768479505,2312.985237494359,0
2025-01-01 01:20:00,Comms,5,62.15155008871754,Watts,Warning,,300.0,192.168.1.80,10.0.0.80,0,4.0,0.0,27.76443401731116,1945.5024196443092,0
2025-01-01 01:21:00,Navigation,30,57.42084588523799,Volts,Critical,,100.0,192.168.1.81,10.0.0.81,0,2.0,0.0,30.67241812415862,1226.9538398481636,0
2025-01-01 01:22:00,Power,30,59.398481035296875,Amps,Critical,Sensor Malfunction,,192.168.1.82,10.0.0.82,0,1.0,0.944656650574029,65.49160995463482,1250.0661803687415,0
2025-01-01 01:23:00,Navigation,17,58.460135446712684,Celsius,Critical,,200.0,192.168.1.83,10.0.0.83,0,3.0,9.118770376536396,53.582280227369345,1996.9757406804574,0
2025-01-01 01:24:00,Comms,48,46.76643787713791,Volts,Warning,,100.0,192.168.1.84,10.0.0.84,1,2.0,0.0,32.567956036854,1614.432516383186,0
2025-01-01 01:25:00,Comms,47,50.47603551814351,Watts,OK,,400.0,192.168.1.85,10.0.0.85,1,,0.0,38.24468190057681,1733.683073611326,0
2025-01-01 01:26:00,Thermal,23,35.27491621958991,Amps,OK,,300.0,192.168.1.86,10.0.0.86,1,3.0,0.0,76.24168832214451,2469.2077108945573,0
2025-01-01 01:27:00,Power,15,49.103043731924735,Amps,Warning,,300.0,192.168.1.87,10.0.0.87,0,1.0,2.1526824749767535,68.72204870393902,2379.5163384336092,1
2025-01-01 01:28:00,Navigation,37,61.834142495391866,Amps,OK,,300.0,192.168.1.88,10.0.0.88,1,,7.896296673050631,27.63879144036344,2898.866920288679,0
2025-01-01 01:29:00,Thermal,21,43.392927517428646,Amps,Critical,,400.0,192.168.1.89,10.0.0.89,0,2.0,12.013413832042959,73.27051719252653,1841.8322276299677,0
2025-01-01 01:30:00,Navigation,14,60.231412046872265,Watts,OK,Sensor Malfunction,100.0,192.168.1.90,10.0.0.90,0,2.0,3.4269968836084344,48.3874238310038,1679.4266827735669,0
2025-01-01 01:31:00,Navigation,2,50.91585738693763,Celsius,Critical,Sensor Malfunction,,192.168.1.91,10.0.0.91,1,2.0,2.699968713182173,65.99223252112488,2209.0944822144547,0
2025-01-01 01:32:00,Thermal,11,36.146281343302675,Amps,OK,,400.0,192.168.1.92,10.0.0.92,0,1.0,0.0,46.73384089996986,1719.6027653800124,0
2025-01-01 01:33:00,Thermal,39,38.926804866536884,Volts,Warning,Power Failure,300.0,192.168.1.93,10.0.0.93,1,2.0,0.11716689254494428,73.7165839748435,1735.9694434871312,0
2025-01-01 01:34:00,Thermal,38,59.19302869707755,Celsius,OK,,300.0,192.168.1.94,10.0.0.94,1,1.0,5.145875455253515,26.807587769204027,1898.9492030340818,0
2025-01-01 01:35:00,Thermal,34,55.52524085258385,Amps,OK,,200.0,192.168.1.95,10.0.0.95,0,2.0,0.42562333968460275,44.89099137236968,2826.3744779084395,0
2025-01-01 01:36:00,Thermal,38,51.017640729876256,Celsius,OK,,400.0,192.168.1.96,10.0.0.96,1,2.0,1.1885877641629299,74.32919555798235,2351.9829025643135,1
2025-01-01 01:37:00,Navigation,34,,Volts,Warning,,300.0,192.168.1.97,10.0.0.97,1,3.0,1.8732636262478781,2.1478370360547387,2404.410201138925,0
2025-01-01 01:38:00,Thermal,18,52.105679776285854,Amps,OK,,200.0,192.168.1.98,10.0.0.98,1,4.0,0.0,49.07877191751069,2803.927168404123,0
2025-01-01 01:39:00,Power,30,58.80296249253249,Volts,Warning,,300.0,192.168.1.99,10.0.0.99,1,1.0,1.6251037046122434,42.12907360253625,2451.2664800376624,0
2025-01-01 01:40:00,Comms,15,64.75853280487284,Watts,Critical,Power Failure,,192.168.1.100,10.0.0.100,0,2.0,0.0,63.69322461087491,1434.2971949324813,0
2025-01-01 01:41:00,Thermal,27,65.23684199440605,Amps,OK,,300.0,192.168.1.101,10.0.0.101,1,2.0,4.744179415092312,71.39826870821943,2443.691182070567,0
2025-01-01 01:42:00,Thermal,34,53.71959900758498,Amps,Warning,Sensor Malfunction,,192.168.1.102,10.0.0.102,1,1.0,13.758859194860275,64.6056763861393,2507.1274285576287,0
2025-01-01 01:43:00,Navigation,38,48.28068309635479,Amps,Warning,,200.0,192.168.1.103,10.0.0.103,1,3.0,0.0,54.82000506794491,2325.932426346548,1
2025-01-01 01:44:00,Thermal,33,51.462480078188555,Amps,OK,,100.0,192.168.1.104,10.0.0.104,0,3.0,3.8691857250083492,50.811290961907204,1902.2790631035577,0
2025-01-01 01:45:00,Thermal,24,55.2212035725508,Watts,Critical,,200.0,192.168.1.105,10.0.0.105,1,1.0,6.257881601230923,43.14578757040204,2273.1658530008754,0
2025-01-01 01:46:00,Thermal,15,55.18066943845091,Amps,Warning,Data Corruption,300.0,192.168.1.106,10.0.0.106,0,2.0,8.401076363587308,54.19945243049263,1989.8801393511767,1
2025-01-01 01:47:00,Navigation,30,63.07986637140105,Celsius,OK,,200.0,192.168.1.107,10.0.0.107,1,1.0,0.6783925562991033,79.19309659171019,1510.9558118757752,0
2025-01-01 01:48:00,Thermal,42,71.15755721916655,Amps,Critical,,100.0,192.168.1.108,10.0.0.108,1,3.0,0.0,33.38975403444917,1635.183177332421,1
2025-01-01 01:49:00,Comms,17,47.94745370385914,Watts,Warning,Power Failure,,192.168.1.109,10.0.0.109,1,1.0,3.3361597542438144,41.95837049751853,2351.861409449641,0
2025-01-01 01:50:00,Navigation,5,71.55884908824461,Amps,Warning,Power Failure,,192.168.1.110,10.0.0.110,0,,2.6431434532721347,48.48980054866385,1547.0899102885787,1
2025-01-01 01:51:00,Comms,29,61.72239246758394,Celsius,Critical,Data Corruption,400.0,192.168.1.111,10.0.0.111,0,3.0,0.2716681266199863,70.01865358391336,1594.223228261868,0
2025-01-01 01:52:00,Navigation,4,48.991770098147924,Watts,Critical,,100.0,192.168.1.112,10.0.0.112,0,2.0,1.3324393855782968,54.46604679104411,2376.6922299923463,0
2025-01-01 01:53:00,Thermal,10,64.9856483886508,Watts,OK,Data Corruption,100.0,192.168.1.113,10.0.0.113,0,3.0,2.7184022250886564,69.66963791090382,2066.894531432553,1
2025-01-01 01:54:00,Comms,17,66.85648301419165,Celsius,OK,,100.0,192.168.1.114,10.0.0.114,0,,3.808809960519252,70.68219981007202,2288.596658593864,0
2025-01-01 01:55:00,Navigation,10,45.397045558061535,Celsius,Warning,,400.0,192.168.1.115,10.0.0.115,0,3.0,3.599048551199589,61.84073651639961,1385.491031723407,0
2025-01-01 01:56:00,Power,17,67.32215252485648,Celsius,Critical,,,192.168.1.116,10.0.0.116,1,1.0,0.9115717024943566,28.72012766868893,2274.7147537178816,0
2025-01-01 01:57:00,Thermal,20,60.75082821035963,Celsius,Critical,Sensor Malfunction,300.0,192.168.1.117,10.0.0.117,0,2.0,3.9213941749297554,83.22187823793429,1669.9859255446286,0
2025-01-01 01:58:00,Navigation,24,73.68559127979192,Celsius,Critical,,100.0,192.168.1.118,10.0.0.118,1,4.0,0.5748457586256905,78.24761342185403,1491.5580072260775,0
2025-01-01 01:59:00,Power,5,45.75961418000501,Watts,Warning,,300.0,192.168.1.119,10.0.0.119,0,3.0,5.2101275076765985,51.27080101004673,1747.3275538998514,0
2025-01-01 02:00:00,Navigation,34,46.46573256264004,Watts,Critical,,200.0,192.168.1.120,10.0.0.120,0,3.0,0.0,22.364595150328906,2681.0324784637387,0
2025-01-01 02:01:00,Power,6,29.7333787025666,Amps,Critical,,200.0,192.168.1.121,10.0.0.121,0,4.0,2.3652909607478123,18.790036842512862,1817.772932525529,0
2025-01-01 02:02:00,Thermal,2,55.71193920567962,Amps,Warning,,400.0,192.168.1.122,10.0.0.122,1,4.0,0.0,55.086312531074206,3100.6953561439677,0
2025-01-01 02:03:00,Comms,13,53.752512556187185,Volts,OK,,400.0,192.168.1.123,10.0.0.123,0,,0.15044765271426375,35.96499115738428,968.9109476259266,0
2025-01-01 02:04:00,Power,43,44.37006328464334,Amps,OK,,100.0,192.168.1.124,10.0.0.124,0,1.0,4.837443605649893,15.65621733279243,1226.8610405092938,0
2025-01-01 02:05:00,Navigation,43,49.18149268511942,Amps,Warning,,100.0,192.168.1.125,10.0.0.125,1,3.0,0.0,18.412686012739968,2662.092618572779,0
2025-01-01 02:06:00,Thermal,48,36.88778989824885,Celsius,Critical,Power Failure,,192.168.1.126,10.0.0.126,1,3.0,0.39949761824958174,40.60034853339983,2787.802279577867,1
2025-01-01 02:07:00,Power,11,61.98444952831686,Celsius,Warning,Power Failure,200.0,192.168.1.127,10.0.0.127,1,3.0,0.0,53.898591476219565,1568.2713814058034,0
2025-01-01 02:08:00,Navigation,47,45.1030052547169,Amps,OK,Sensor Malfunction,100.0,192.168.1.128,10.0.0.128,1,3.0,0.0,78.11426102031653,2034.4468083614272,0
2025-01-01 02:09:00,Navigation,23,80.9404901562095,Volts,OK,,100.0,192.168.1.129,10.0.0.129,0,1.0,0.0,59.68441548693684,2356.094959251638,1
2025-01-01 02:10:00,Navigation,16,48.243986992889674,Celsius,Warning,,100.0,192.168.1.130,10.0.0.130,1,3.0,2.508755253858193,42.37190939057171,1885.3121563176226,0
2025-01-01 02:11:00,Power,31,42.4038115895169,Amps,Warning,,200.0,192.168.1.131,10.0.0.131,0,3.0,80.0,150.0,2074.933545693889,0
2025-01-01 02:12:00,Power,11,45.87686881265138,Amps,OK,,,192.168.1.132,10.0.0.132,0,1.0,1.7197221702990144,55.811351711773156,2005.4665066215948,0
2025-01-01 02:13:00,Power,16,35.88039023455749,Watts,Warning,,200.0,192.168.1.133,10.0.0.133,1,2.0,0.08703308556310918,64.79090414391878,1259.2765101736045,1
2025-01-01 02:14:00,Comms,8,54.822718907029426,Volts,OK,,300.0,192.168.1.134,10.0.0.134,0,1.0,0.1044912582562636,49.20115772832271,1827.669357018991,0
2025-01-01 02:15:00,Power,4,45.80100300220878,Watts,Warning,,400.0,192.168.1.135,10.0.0.135,1,2.0,5.580228745202471,70.72395502024222,2006.1825475682663,0
2025-01-01 02:16:00,Power,40,61.31252790397738,Volts,Warning,,300.0,192.168.1.136,10.0.0.136,0,1.0,3.0640992344152647,66.4890360045497,2051.560917054028,0
2025-01-01 02:17:00,Power,4,47.252525048255826,Celsius,Warning,Sensor Malfunction,,192.168.1.137,10.0.0.137,1,2.0,0.33027201847318777,51.6540000727714,1134.7469456904546,0
2025-01-01 02:18:00,Comms,25,63.844421116856466,Volts,OK,Data Corruption,,192.168.1.138,10.0.0.138,1,3.0,8.466497476206294,47.61551287468191,2376.846949777005,0
2025-01-01 02:19:00,Power,3,57.57455749317041,Amps,Warning,Data Corruption,100.0,192.168.1.139,10.0.0.139,1,3.0,11.749875204980503,68.39496957980853,2064.746826448047,0
2025-01-01 02:20:00,Navigation,32,,Amps,OK,,400.0,192.168.1.140,10.0.0.140,1,3.0,0.0,35.730513637859225,1472.3068893291331,0
2025-01-01 02:21:00,Power,3,65.80232587350821,Volts,OK,,300.0,192.168.1.141,10.0.0.141,1,4.0,4.612550351052557,19.867743417132125,2899.5321170118264,0
2025-01-01 02:22:00,Navigation,27,59.5229346103721,Volts,Warning,,,192.168.1.142,10.0.0.142,1,2.0,17.449448038431925,19.754040166320088,1826.7077091905903,0
2025-01-01 02:23:00,Navigation,29,79.46212826663225,Volts,Warning,Data Corruption,300.0,192.168.1.143,10.0.0.143,0,1.0,80.0,150.0,1859.1763088725347,0
2025-01-01 02:24:00,Navigation,32,45.90544755021796,Watts,OK,,,192.168.1.144,10.0.0.144,0,4.0,2.5772131808213827,63.193045975545,2320.8546225956634,0
2025-01-01 02:25:00,Comms,19,50.76616105458461,Volts,OK,,400.0,192.168.1.145,10.0.0.145,0,1.0,1.721330300531932,41.54402290780273,2942.000568784929,1
2025-01-01 02:26:00,Comms,21,65.6870901101093,Celsius,Critical,Sensor Malfunction,200.0,192.168.1.146,10.0.0.146,1,,4.450907587453707,54.09032005622452,2340.519798022261,0
2025-01-01 02:27:00,Comms,5,34.564621881648876,Watts,OK,,300.0,192.168.1.147,10.0.0.147,0,4.0,5.774495832749414,40.094078582378614,2413.054918346935,0
2025-01-01 02:28:00,Power,18,63.16943563232562,Watts,Critical,Sensor Malfunction,,192.168.1.148,10.0.0.148,1,3.0,0.0,40.25285268032068,1499.189067254801,1
2025-01-01 02:29:00,Navigation,28,54.39302757681471,Volts,Critical,,,192.168.1.149,10.0.0.149,0,,1.8675818585558568,29.490726509776927,2043.4798510185847,0
2025-01-01 02:30:00,Comms,42,41.117892445527524,Celsius,Critical,,100.0,192.168.1.150,10.0.0.150,0,1.0,0.0,48.162087491686236,1733.869136914212,0
2025-01-01 02:31:00,Comms,22,36.369603414488786,Watts,Warning,Data Corruption,400.0,192.168.1.151,10.0.0.151,1,2.0,0.9534169168924997,46.49672528442086,2352.064924024638,0
2025-01-01 02:32:00,Power,21,43.27510526869716,Amps,Warning,Data Corruption,200.0,192.168.1.152,10.0.0.152,0,3.0,0.0,58.253300463636435,2398.4828977549623,0
2025-01-01 02:33:00,Comms,6,27.15180427674428,Watts,OK,,100.0,192.168.1.153,10.0.0.153,0,2.0,3.695887895677421,55.753952140234354,2816.6147582599706,0
